bulan,tahun,jenis_kejahatan,polda,provinsi,lintang,bujur
10,2023,Pemalsuan Surat Otentik,POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
10,2023,Pemalsuan Surat Otentik,POLDA RIAU,RIAU,0.5071,101.4478
10,2023,Pemalsuan Surat Otentik,POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
10,2023,Pemalsuan Surat Otentik,POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
10,2023,Pemalsuan Surat Otentik,POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
10,2023,Pemalsuan Surat Otentik,POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
10,2023,Pemalsuan Surat Otentik,POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
10,2023,Pemalsuan Surat Otentik,POLDA ACEH,ACEH,5.557,95.3169
10,2023,Pemalsuan Surat Otentik,POLDA PAPUA,PAPUA,-2.5367,140.7065
10,2023,Pemalsuan Surat Otentik,POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
10,2023,Pemalsuan Surat Otentik,POLDA JAMBI,JAMBI,-1.6224,103.6309
10,2023,Pemalsuan Surat Otentik,POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
10,2023,Pemalsuan Surat Otentik,POLDA BALI,BALI,-8.65,115.2167
10,2023,Pemalsuan Surat Otentik,POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
10,2023,Pemalsuan Surat Otentik,POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
10,2023,Pemalsuan Surat Otentik,POLDA BANTEN,BANTEN,-6.1104,106.1633
10,2023,Pemalsuan Surat Otentik,POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
10,2023,Pemalsuan Surat Otentik,POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
10,2023,Pemalsuan Surat Otentik,POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
10,2023,Pemalsuan Surat Otentik,POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
10,2023,Pemalsuan Surat Otentik,POLDA MALUKU,MALUKU,-3.6547,128.1906
10,2023,Pemalsuan Surat Otentik,POLDA BENGKULU,BENGKULU,-3.8004,102.2655
10,2023,Pemalsuan Surat Otentik,POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
10,2023,Pemalsuan Surat Otentik,POLDA GORONTALO,GORONTALO,0.5375,123.0586
10,2023,Pemalsuan Surat Otentik,POLDA MALUKU UTARA,MALUKU UTARA,0.7917,127.3875
10,2023,Pemalsuan Surat Otentik,POLDA PAPUA BARAT,PAPUA BARAT,-0.8667,134.0833
10,2023,Pemalsuan Surat Otentik,POLDA KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,-2.1291,106.1316
10,2023,Pemalsuan Surat Otentik,POLDA SULAWESI BARAT,SULAWESI BARAT,-2.6833,118.8667
10,2023,Pemalsuan Surat Otentik,POLDA KALIMANTAN UTARA,KALIMANTAN UTARA,2.8386,117.3748
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA METRO JAYA,DKI JAKARTA,-6.2214,106.8098
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SUMATERA UTARA,SUMATERA UTARA,3.5952,98.6722
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA JAWA TIMUR,JAWA TIMUR,-7.322222,112.730757
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SULAWESI SELATAN,SULAWESI SELATAN,-5.1477,119.4327
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA JAWA BARAT,JAWA BARAT,-6.9386,107.7033
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SUMATERA SELATAN,SUMATERA SELATAN,-2.9909,104.7566
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA RIAU,RIAU,0.5071,101.4478
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA ACEH,ACEH,5.557,95.3169
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA PAPUA,PAPUA,-2.5367,140.7065
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA JAMBI,JAMBI,-1.6224,103.6309
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA BALI,BALI,-8.65,115.2167
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA BANTEN,BANTEN,-6.1104,106.1633
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA MALUKU,MALUKU,-3.6547,128.1906
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA BENGKULU,BENGKULU,-3.8004,102.2655
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA GORONTALO,GORONTALO,0.5375,123.0586
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA MALUKU UTARA,MALUKU UTARA,0.7917,127.3875
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA PAPUA BARAT,PAPUA BARAT,-0.8667,134.0833
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,-2.1291,106.1316
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA SULAWESI BARAT,SULAWESI BARAT,-2.6833,118.8667
10,2023,Membahayakan Keamanan Umum Bagi Orang / Barang,POLDA KALIMANTAN UTARA,KALIMANTAN UTARA,2.8386,117.3748
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA METRO JAYA,DKI JAKARTA,-6.2214,106.8098
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SUMATERA UTARA,SUMATERA UTARA,3.5952,98.6722
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA JAWA TIMUR,JAWA TIMUR,-7.322222,112.730757
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SULAWESI SELATAN,SULAWESI SELATAN,-5.1477,119.4327
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA JAWA BARAT,JAWA BARAT,-6.9386,107.7033
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SUMATERA SELATAN,SUMATERA SELATAN,-2.9909,104.7566
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA RIAU,RIAU,0.5071,101.4478
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA ACEH,ACEH,5.557,95.3169
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA PAPUA,PAPUA,-2.5367,140.7065
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA JAMBI,JAMBI,-1.6224,103.6309
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA BALI,BALI,-8.65,115.2167
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA BANTEN,BANTEN,-6.1104,106.1633
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA MALUKU,MALUKU,-3.6547,128.1906
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA BENGKULU,BENGKULU,-3.8004,102.2655
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA GORONTALO,GORONTALO,0.5375,123.0586
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA MALUKU UTARA,MALUKU UTARA,0.7917,127.3875
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA PAPUA BARAT,PAPUA BARAT,-0.8667,134.0833
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,-2.1291,106.1316
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA SULAWESI BARAT,SULAWESI BARAT,-2.6833,118.8667
10,2023,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,POLDA KALIMANTAN UTARA,KALIMANTAN UTARA,2.8386,117.3748
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA METRO JAYA,DKI JAKARTA,-6.2214,106.8098
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SUMATERA UTARA,SUMATERA UTARA,3.5952,98.6722
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA JAWA TIMUR,JAWA TIMUR,-7.322222,112.730757
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SULAWESI SELATAN,SULAWESI SELATAN,-5.1477,119.4327
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA JAWA BARAT,JAWA BARAT,-6.9386,107.7033
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SUMATERA SELATAN,SUMATERA SELATAN,-2.9909,104.7566
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA RIAU,RIAU,0.5071,101.4478
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA ACEH,ACEH,5.557,95.3169
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA PAPUA,PAPUA,-2.5367,140.7065
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA JAMBI,JAMBI,-1.6224,103.6309
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA BALI,BALI,-8.65,115.2167
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA BANTEN,BANTEN,-6.1104,106.1633
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA MALUKU,MALUKU,-3.6547,128.1906
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA BENGKULU,BENGKULU,-3.8004,102.2655
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA GORONTALO,GORONTALO,0.5375,123.0586
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA MALUKU UTARA,MALUKU UTARA,0.7917,127.3875
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA PAPUA BARAT,PAPUA BARAT,-0.8667,134.0833
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,-2.1291,106.1316
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA SULAWESI BARAT,SULAWESI BARAT,-2.6833,118.8667
11,2023,Pencurian Dengan Pemberatan (Curat),POLDA KALIMANTAN UTARA,KALIMANTAN UTARA,2.8386,117.3748
11,2023,Penganiayaan,POLDA METRO JAYA,DKI JAKARTA,-6.2214,106.8098
11,2023,Penganiayaan,POLDA SUMATERA UTARA,SUMATERA UTARA,3.5952,98.6722
11,2023,Penganiayaan,POLDA JAWA TIMUR,JAWA TIMUR,-7.322222,112.730757
11,2023,Penganiayaan,POLDA SULAWESI SELATAN,SULAWESI SELATAN,-5.1477,119.4327
11,2023,Penganiayaan,POLDA JAWA BARAT,JAWA BARAT,-6.9386,107.7033
11,2023,Penganiayaan,POLDA SUMATERA SELATAN,SUMATERA SELATAN,-2.9909,104.7566
11,2023,Penganiayaan,POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
11,2023,Penganiayaan,POLDA RIAU,RIAU,0.5071,101.4478
11,2023,Penganiayaan,POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
11,2023,Penganiayaan,POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
11,2023,Penganiayaan,POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
11,2023,Penganiayaan,POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
11,2023,Penganiayaan,POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
11,2023,Penganiayaan,POLDA ACEH,ACEH,5.557,95.3169
11,2023,Penganiayaan,POLDA PAPUA,PAPUA,-2.5367,140.7065
11,2023,Penganiayaan,POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
11,2023,Penganiayaan,POLDA JAMBI,JAMBI,-1.6224,103.6309
11,2023,Penganiayaan,POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
11,2023,Penganiayaan,POLDA BALI,BALI,-8.65,115.2167
11,2023,Penganiayaan,POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
11,2023,Penganiayaan,POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
11,2023,Penganiayaan,POLDA BANTEN,BANTEN,-6.1104,106.1633
11,2023,Penganiayaan,POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
11,2023,Penganiayaan,POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
11,2023,Penganiayaan,POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
11,2023,Penganiayaan,POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
11,2023,Penganiayaan,POLDA MALUKU,MALUKU,-3.6547,128.1906
11,2023,Penganiayaan,POLDA BENGKULU,BENGKULU,-3.8004,102.2655
11,2023,Penganiayaan,POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
11,2023,Penganiayaan,POLDA GORONTALO,GORONTALO,0.5375,123.0586
11,2023,Penganiayaan,POLDA MALUKU UTARA,MALUKU UTARA,0.7917,127.3875
11,2023,Penganiayaan,POLDA PAPUA BARAT,PAPUA BARAT,-0.8667,134.0833
11,2023,Penganiayaan,POLDA KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,-2.1291,106.1316
11,2023,Penganiayaan,POLDA SULAWESI BARAT,SULAWESI BARAT,-2.6833,118.8667
11,2023,Penganiayaan,POLDA KALIMANTAN UTARA,KALIMANTAN UTARA,2.8386,117.3748
11,2023,Penipuan / Perbuatan Curang,POLDA METRO JAYA,DKI JAKARTA,-6.2214,106.8098
11,2023,Penipuan / Perbuatan Curang,POLDA SUMATERA UTARA,SUMATERA UTARA,3.5952,98.6722
11,2023,Penipuan / Perbuatan Curang,POLDA JAWA TIMUR,JAWA TIMUR,-7.322222,112.730757
11,2023,Penipuan / Perbuatan Curang,POLDA SULAWESI SELATAN,SULAWESI SELATAN,-5.1477,119.4327
11,2023,Penipuan / Perbuatan Curang,POLDA JAWA BARAT,JAWA BARAT,-6.9386,107.7033
11,2023,Penipuan / Perbuatan Curang,POLDA SUMATERA SELATAN,SUMATERA SELATAN,-2.9909,104.7566
11,2023,Penipuan / Perbuatan Curang,POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
11,2023,Penipuan / Perbuatan Curang,POLDA RIAU,RIAU,0.5071,101.4478
11,2023,Penipuan / Perbuatan Curang,POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
11,2023,Penipuan / Perbuatan Curang,POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
11,2023,Penipuan / Perbuatan Curang,POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
11,2023,Penipuan / Perbuatan Curang,POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
11,2023,Penipuan / Perbuatan Curang,POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
11,2023,Penipuan / Perbuatan Curang,POLDA ACEH,ACEH,5.557,95.3169
11,2023,Penipuan / Perbuatan Curang,POLDA PAPUA,PAPUA,-2.5367,140.7065
11,2023,Penipuan / Perbuatan Curang,POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
11,2023,Penipuan / Perbuatan Curang,POLDA JAMBI,JAMBI,-1.6224,103.6309
11,2023,Penipuan / Perbuatan Curang,POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
11,2023,Penipuan / Perbuatan Curang,POLDA BALI,BALI,-8.65,115.2167
11,2023,Penipuan / Perbuatan Curang,POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
11,2023,Penipuan / Perbuatan Curang,POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
11,2023,Penipuan / Perbuatan Curang,POLDA BANTEN,BANTEN,-6.1104,106.1633
11,2023,Penipuan / Perbuatan Curang,POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
11,2023,Penipuan / Perbuatan Curang,POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
11,2023,Penipuan / Perbuatan Curang,POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
11,2023,Penipuan / Perbuatan Curang,POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
11,2023,Penipuan / Perbuatan Curang,POLDA MALUKU,MALUKU,-3.6547,128.1906
11,2023,Penipuan / Perbuatan Curang,POLDA BENGKULU,BENGKULU,-3.8004,102.2655
11,2023,Penipuan / Perbuatan Curang,POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
11,2023,Penipuan / Perbuatan Curang,POLDA GORONTALO,GORONTALO,0.5375,123.0586
11,2023,Penipuan / Perbuatan Curang,POLDA MALUKU UTARA,MALUKU UTARA,0.7917,127.3875
11,2023,Penipuan / Perbuatan Curang,POLDA PAPUA BARAT,PAPUA BARAT,-0.8667,134.0833
11,2023,Penipuan / Perbuatan Curang,POLDA KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,-2.1291,106.1316
11,2023,Penipuan / Perbuatan Curang,POLDA SULAWESI BARAT,SULAWESI BARAT,-2.6833,118.8667
11,2023,Penipuan / Perbuatan Curang,POLDA KALIMANTAN UTARA,KALIMANTAN UTARA,2.8386,117.3748
11,2023,Pencurian Biasa,POLDA METRO JAYA,DKI JAKARTA,-6.2214,106.8098
11,2023,Pencurian Biasa,POLDA SUMATERA UTARA,SUMATERA UTARA,3.5952,98.6722
11,2023,Pencurian Biasa,POLDA JAWA TIMUR,JAWA TIMUR,-7.322222,112.730757
11,2023,Pencurian Biasa,POLDA SULAWESI SELATAN,SULAWESI SELATAN,-5.1477,119.4327
11,2023,Pencurian Biasa,POLDA JAWA BARAT,JAWA BARAT,-6.9386,107.7033
11,2023,Pencurian Biasa,POLDA SUMATERA SELATAN,SUMATERA SELATAN,-2.9909,104.7566
11,2023,Pencurian Biasa,POLDA LAMPUNG,LAMPUNG,-5.4444,105.2622
11,2023,Pencurian Biasa,POLDA RIAU,RIAU,0.5071,101.4478
11,2023,Pencurian Biasa,POLDA JAWA TENGAH,JAWA TENGAH,-7.0051,110.4381
11,2023,Pencurian Biasa,POLDA NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,-10.1772,123.607
11,2023,Pencurian Biasa,POLDA SULAWESI TENGAH,SULAWESI TENGGARA,-0.8917,119.8707
11,2023,Pencurian Biasa,POLDA SULAWESI UTARA,SULAWESI UTARA,1.4644,124.8333
11,2023,Pencurian Biasa,POLDA SUMATERA BARAT,SUMATERA BARAT,-0.9358,100.3603
11,2023,Pencurian Biasa,POLDA ACEH,ACEH,5.557,95.3169
11,2023,Pencurian Biasa,POLDA PAPUA,PAPUA,-2.5367,140.7065
11,2023,Pencurian Biasa,POLDA KALIMANTAN TIMUR,KALIMANTAN TIMUR,-0.5021,117.1537
11,2023,Pencurian Biasa,POLDA JAMBI,JAMBI,-1.6224,103.6309
11,2023,Pencurian Biasa,POLDA NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,-8.5833,116.1167
11,2023,Pencurian Biasa,POLDA BALI,BALI,-8.65,115.2167
11,2023,Pencurian Biasa,POLDA SULAWESI TENGGARA,SULAWESI TENGGARA,-3.9778,122.5151
11,2023,Pencurian Biasa,POLDA KALIMANTAN SELATAN,KALIMANTAN SELATAN,-3.3194,114.59
11,2023,Pencurian Biasa,POLDA BANTEN,BANTEN,-6.1104,106.1633
11,2023,Pencurian Biasa,POLDA KALIMANTAN BARAT,KALIMANTAN BARAT,-0.0263,109.3425
11,2023,Pencurian Biasa,POLDA DAERAH ISTIMEWA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.8014,110.364
11,2023,Pencurian Biasa,POLDA KEPULAUAN RIAU,KEPULAUAN RIAU,0.9167,104.45
11,2023,Pencurian Biasa,POLDA KALIMANTAN TENGAH,KALIMANTAN TENGAH,-2.2096,113.9145
11,2023,Pencurian Biasa,POLDA MALUKU,MALUKU,-3.6547,128.1906
11,2023,Pencurian Biasa,POLDA BENGKULU,BENGKULU,-3.8004,102.2655
11,2023,Pencurian Biasa,POLDA PAPUA BARAT DAYA,PAPUA BARAT DAYA,-0.875,131.25
11,2023,Pencurian Biasa,POLDA GORONTALO,GORONTALO,0.5375,123.0586
